是否监控,红人链接,平台,是否出视频,红人名称,样品型号,红人编码,地区,负责人,合作日期,合作进度,合作模式,合作车型,合作量级,合作服务,合同签署日期,合同类型,预计视频交付,已上线视频,待补视频交付,视频交付完成率,合同交付平台拆分,合同交付解析状态,红人粉丝数据,粉丝数据来源,粉丝数据更新时间,追踪优先级,追踪评分,追踪原因,追踪批次更新时间,url,url2,url3,合作周期
是,"{""link"":""https://www.tiktok.com/@jaykim545"",""text"":""https://www.tiktok.com/@jaykim545""}",tiktok,否,_onewayjason,"yozma, yozmasport，in10",US-Vivi-003,US,Vivi,2026-05-27,,已签合同,IN 10 Pro,尾部红人(10k-100k),内容红人,2026-05-29,免费,12,4,8,33%,TikTok 12条,已解析,71000,营销总表,2026-06-22,P3 暂缓,20,普通/小体量达人更需要追踪,2026-06-07,,,,
是,"{""link"":""https://www.youtube.com/@AlvaroOBrien/shorts"",""text"":""https://www.youtube.com/@AlvaroOBrien/shorts""}",youtubeshort,否,obr1ennn,"yozma, yozmasport，in10",CA-Ryan-004,CA,Ryan,2026-04-21,跟进视频,已签合同,IN 10,腰部红人(100k-1M),内容红人,2026-04-27,免费,,0,,,待人工确认,待人工确认,164000,营销总表,2026-06-22,P1 本周追踪,115,2026合作未上线/未登记上线；当前本地未登记视频,2026-06-07,,,,
是,"{""link"":""https://www.youtube.com/@oneway.elijah/videos"",""text"":""https://www.youtube.com/@oneway.elijah/videos""}",youtubevideo,否,oneway.elijah,"yozma, yozmasport，in10",US-Ryan-009,US,Ryan,2026-03-13,跟进视频,已签合同盖章,IN 10,尾部红人(10k-100k),已签合同盖章,,,,0,,,,,21000,营销总表,2026-06-22,P0 立刻追踪,135,2026合作未上线/未登记上线；当前本地未登记视频；普通/小体量达人更需要追踪,2026-06-07,,,,
是,"{""link"":""https://www.instagram.com/boogie.on.2/"",""text"":""https://www.instagram.com/boogie.on.2/""}",instagramreels,否,boogie.on.2,"yozma, yozmasport，in10",US-Lexy-042,US,Lexy,2026-03-01,已出视频,已签同意书待盖章,IN 10 Pro,尾部红人(10k-100k),已签同意书待盖章,,,,0,,,,,21000,营销总表,2026-06-22,P2 低频追踪,75,2026普通达人需继续追上线；普通/小体量达人更需要追踪,2026-06-07,,,,
否,"{""link"":""https://www.youtube.com/@CalebEckenrode/shorts"",""text"":""https://www.youtube.com/@CalebEckenrode/shorts""}",youtube,否,Caleb Eckenrode,"yozma, yozmasport，in10",US-Stefan-040,US,Stefan,2025-10-01,已出视频,已签合同盖章,IN 10,腰部红人(100k-1M),已签合同盖章,,,,0,,,,,248000,营销总表,2026-06-22,,,,,,,,
是,"{""link"":""https://www.youtube.com/@Surron_Fisher/videos"",""text"":""https://www.youtube.com/@Surron_Fisher/videos""}",youtubevideo,否,Surron_Fisher,"yozma, yozmasport，in10",US-Ryan-002,US,Ryan,2026-03-10,已出视频,已签合同盖章,IN 10 Pro,微型红人/KOC(1k-10k),已签合同盖章,,,,2,,,,,6030,营销总表,2026-06-22,P2 低频追踪,75,2026普通达人需继续追上线；普通/小体量达人更需要追踪,2026-06-07,,,,
是,"{""link"":""https://www.instagram.com/germy_ballswell/"",""text"":""https://www.instagram.com/germy_ballswell/""}",instagramreels,是,germy_ballswell,"yozma, yozmasport，in10",US-Stefan-141,US,Stefan,2026-02-04,已出视频,已签同意书盖章,IN 10 Pro,腰部红人(100k-1M),已签同意书盖章,,,,3,,,,,445000,营销总表,2026-06-22,P0 立刻追踪,150,正在出单；2026已上线但仍出单,2026-06-07,"{""text"":""https://www.instagram.com/p/DYGkqgMNkwV/"",""link"":""https://www.instagram.com/p/DYGkqgMNkwV/""}","{""text"":""https://www.instagram.com/p/DXvK0pdOD5e/"",""link"":""https://www.instagram.com/p/DXvK0pdOD5e/""}",,
是,"{""link"":""https://www.instagram.com/starlineworld.co/"",""text"":""https://www.instagram.com/starlineworld.co/""}",instagramreels,是,starlineworld.co,"yozma, yozmasport，in10",US-Stefan-079,US,Stefan,2026-05-12,已出视频,不签合同,IN 10,赛事/活动,不签合同,,,,1,,,,,36600,营销总表,2026-06-22,P3 暂缓,20,普通/小体量达人更需要追踪,2026-06-07,"{""link"":""https://www.instagram.com/p/DZBQc2MyQCf/"",""text"":""https://www.instagram.com/p/DZBQc2MyQCf/""}","{""text"":""https://www.instagram.com/p/DZJWbAnxcb_/"",""link"":""https://www.instagram.com/p/DZJWbAnxcb_/""}",,
否,"{""link"":""https://www.instagram.com/adventure.boys217/"",""text"":""https://www.instagram.com/adventure.boys217/""}",instagram,否,adventure.boys217,"yozma, yozmasport，in10",US-Stefan-094,US,Stefan,2025-12-01,已出视频,不签合同，以brief为准,IN 10,腰部红人(100k-1M),不签合同，以brief为准,,,,0,,,,,428000,营销总表,2026-06-22,,,,,,,,
否,"{""link"":""https://www.youtube.com/@jahjah_4x/shorts"",""text"":""https://www.youtube.com/@jahjah_4x/shorts""}",youtubeshort,否,jahjah_4x,"yozma, yozmasport，in10",US-Stefan-063,US,Stefan,2025-11-01,已出视频,不签合同，以brief为准,IN 10,尾部红人(10k-100k),不签合同，以brief为准,,,,0,,,,,93600,营销总表,2026-06-22,P3 暂缓,20,普通/小体量达人更需要追踪,2026-06-07,,,,
是,"{""link"":""https://www.instagram.com/bluestaffyboulder/reels/#"",""text"":""https://www.instagram.com/bluestaffyboulder/reels/#""}",instagramreels,否,bluestaffyboulder,"yozma, yozmasport，in10",UK-Lexy-001,UK,Lexy,2026-04-13,已出视频,已签合同,IN 10,腰部红人(100k-1M),内容红人,2026-04-15,免费,16,0,16,0%,TikTok 16条,已解析,238000,营销总表,2026-06-22,P3 暂缓,-50,头腰部已上线且未出单，低优先,2026-06-07,,,,
是,"{""link"":""https://www.youtube.com/@337speed/shorts"",""text"":""https://www.youtube.com/@337speed/shorts""}",youtubeshort,否,337speed,"yozma, yozmasport，in10",US-Lexy-067,US,Lexy,2026-04-24,已收货,已签合同,IN 10 Pro,腰部红人(100k-1M),内容红人,2026-04-27,免费,,1,,,待人工确认,待人工确认,387000,营销总表,2026-06-22,P3 暂缓,-50,头腰部已上线且未出单，低优先,2026-06-07,,,,
否,"{""link"":""https://www.tiktok.com/@s.srides"",""text"":""https://www.tiktok.com/@s.srides""}",tiktok,否,s.srides,"yozma, yozmasport，in10",US-Stefan-113,US,Stefan,2026-01-22,已出视频,已签同意书盖章,IN 10,尾部红人(10k-100k),已签同意书盖章,,,,0,,,,,93000,营销总表,2026-06-22,,,,,,,,
否,"{""link"":""https://www.youtube.com/@BikesandBeards/videos"",""text"":""https://www.youtube.com/@BikesandBeards/videos""}",youtube,否,Bikes and Beards,"yozma, yozmasport，in10",US-Stefan-007,US,Stefan,2025-08-01,已出视频,已达成协议，不签合同，以邮件内容为准，要求最迟11月1日前收到车,IN 10,头部红人(>1M),已达成协议，不签合同，以邮件内容为准，要求最迟11月1日前收到车,,,,0,,,,,2700000,营销总表,2026-06-22,,,,,,,,
否,"{""link"":""https://www.tiktok.com/@ultra_mas0n"",""text"":""https://www.tiktok.com/@ultra_mas0n""}",tiktok,否,ultra.mason0n,"yozma, yozmasport，in10",,,,,,,,,,,,,,,,,,,,,,,,,,,,
否,"{""link"":""https://www.tiktok.com/@shreddiemcskate"",""text"":""https://www.tiktok.com/@shreddiemcskate""}",tiktok,否,SHREDDIE MCSKATE,"yozma, yozmasport，in10",US-Stefan-082,US,Stefan,2025-11-01,已出视频,已签合同盖章,IN 10,尾部红人(10k-100k),已签合同盖章,,,,0,,,,,48000,营销总表,2026-06-22,,,,,,,,
是,"{""link"":""https://www.youtube.com/@Etronnix/shorts"",""text"":""https://www.youtube.com/@Etronnix/shorts""}",youtubeshort,是,etronnix,"yozma, yozmasport，in10",US-Lexy-012,US,Lexy,2026-02-26,已出视频,已签同意书盖章,IN 10 Pro,尾部红人(10k-100k),已签同意书盖章,,,,8,,,,,39200,营销总表,2026-06-22,P0 立刻追踪,120,正在出单；普通/小体量达人更需要追踪,2026-06-07,"{""text"":""https://www.youtube.com/shorts/yj45VZexrLg"",""link"":""https://www.youtube.com/shorts/yj45VZexrLg""}","{""text"":""https://www.youtube.com/shorts/HiF1DOEU46k"",""link"":""https://www.youtube.com/shorts/HiF1DOEU46k""}","{""text"":""https://www.youtube.com/shorts/g4d85y1jqiM"",""link"":""https://www.youtube.com/shorts/g4d85y1jqiM""}",
否,"{""link"":""https://www.youtube.com/@OnewayLilman/videos"",""text"":""https://www.youtube.com/@OnewayLilman/videos""}",youtubevideo,否,oneway_lilman,"yozma, yozmasport，in10",US-Stefan-002,US,Stefan,2026-06-03,已发货,已签合同,IN 10 Pro,头部红人(>1M),内容红人,2026-06-05,付费,6,6,0,100%,TikTok 6条,已解析,1000000,营销总表,2026-06-22,,,,,,,,3 个月
是,"{""link"":""https://www.instagram.com/andibaldi2/"",""text"":""https://www.instagram.com/andibaldi2/""}",instagramreels,是,Andibaldi 2,"yozma, yozmasport，in10",EU-Zoe-030,EU,Zoe,2026-05-11,已发货,已签合同,IN 10,尾部红人(10k-100k),内容红人,2026-05-14,免费,,6,,,待人工确认,待人工确认,77100,营销总表,2026-06-22,P2 低频追踪,75,2026普通达人需继续追上线；普通/小体量达人更需要追踪,2026-06-07,"{""text"":""https://www.instagram.com/p/DZKI_xBIsVy/"",""link"":""https://www.instagram.com/p/DZKI_xBIsVy/""}","{""text"":""https://www.instagram.com/p/DZKJusjohXi/"",""link"":""https://www.instagram.com/p/DZKJusjohXi/""}","{""text"":""https://www.instagram.com/p/DZKuWmjIVAD/"",""link"":""https://www.instagram.com/p/DZKuWmjIVAD/""}",
是,"{""link"":""https://www.youtube.com/@stingyrogerr/videos"",""text"":""https://www.youtube.com/@stingyrogerr/videos""}",youtubevideo,是,stingyrogerr,"yozma, yozmasport，in10",UK-Ryan-001,UK,Ryan,2026-03-10,跟进视频,已签合同盖章,IN 10,尾部红人(10k-100k),已签合同盖章,,,,0,,,,,12600,营销总表,2026-06-22,P2 低频追踪,75,2026普通达人需继续追上线；普通/小体量达人更需要追踪,2026-06-07,"{""text"":""https://www.youtube.com/watch?v=AKwv_PqckCs"",""link"":""https://www.youtube.com/watch?v=AKwv_PqckCs""}",,,
是,"{""link"":""https://www.tiktok.com/@dxride"",""text"":""https://www.tiktok.com/@dxride""}",tiktok,是,dxride,"yozma, yozmasport，in10",EU-Zoe-001,EU,Zoe,2026-03-25,已出视频,已签合同盖章,IN 10,微型红人/KOC(1k-10k),已签合同盖章,,,,4,,,,,19400,营销总表,2026-06-22,P2 低频追踪,75,2026普通达人需继续追上线；普通/小体量达人更需要追踪,2026-06-07,"{""link"":""https://www.tiktok.com/@dxride/video/7646837995382885654"",""text"":""https://www.tiktok.com/@dxride/video/7646837995382885654""}","{""link"":""https://www.tiktok.com/@dxride/video/7644648029735177494"",""text"":""https://www.tiktok.com/@dxride/video/7644648029735177494""}","{""text"":""https://www.tiktok.com/@dxride/video/7649125383333350658"",""link"":""https://www.tiktok.com/@dxride/video/7649125383333350658""}",
否,"{""link"":""https://www.youtube.com/@Onewaylon215"",""text"":""https://www.youtube.com/@Onewaylon215""}",youtube,否,oneway_lon,"yozma, yozmasport，in10",US-Vivi-011,US,Vivi,2025-11-01,已出视频,已签合同盖章,IN 10,微型红人/KOC(1k-10k),已签合同盖章,,,,0,,,,,6500,营销总表,2026-06-22,,,,,,,,
否,"{""link"":""https://www.youtube.com/@x3tyler"",""text"":""https://www.youtube.com/@x3tyler""}",youtubevideo,否,x3tyler28,"yozma, yozmasport，in10",US-Lexy-033,US,Lexy,2026-02-03,已出视频,已签同意书盖章,IN 10,尾部红人(10k-100k),已签同意书盖章,,,,0,,,,,11400,营销总表,2026-06-22,P2 低频追踪,75,2026普通达人需继续追上线；普通/小体量达人更需要追踪,2026-06-07,,,,
是,"{""link"":""https://www.instagram.com/pierrexjacques/reels/"",""text"":""https://www.instagram.com/pierrexjacques/reels/""}",instagramreels,否,pierrexjacques,"yozma, yozmasport，in10",US-Ryan-006,US,Ryan,2026-03-10,已出视频,已签合同盖章,IN 10 Pro,尾部红人(10k-100k),已签合同盖章,,,,0,,,,,50000,营销总表,2026-06-22,P2 低频追踪,75,2026普通达人需继续追上线；普通/小体量达人更需要追踪,2026-06-07,,,,
否,"{""link"":""https://www.tiktok.com/search?q=RunPlayBack&t=1780468786789"",""text"":""https://www.tiktok.com/search?q=RunPlayBack&t=1780468786789""}",tiktok,否,RunPlayBack,"yozma, yozmasport，in10",US-Stefan-004,US,Stefan,2025-11-01,已出视频,不签合同,IN 10 Pro,尾部红人(10k-100k),不签合同,,,,0,,,,,58600,营销总表,2026-06-22,P0 立刻追踪,120,正在出单；普通/小体量达人更需要追踪,2026-06-07,,,,
是,"{""link"":""https://www.youtube.com/@Dankwheelie/videos"",""text"":""https://www.youtube.com/@Dankwheelie/videos""}",youtubevideo,否,dankwheelie,"yozma, yozmasport，in10",US-Ryan-025,US,Ryan,2026-04-03,已出视频,已签合同,IN 10 Pro,腰部红人(100k-1M),内容红人,2026-04-02,免费,,2,,,待人工确认,待人工确认,231000,营销总表,2026-06-22,P3 暂缓,-50,头腰部已上线且未出单，低优先,2026-06-07,,,,
是,"{""link"":""https://www.instagram.com/tgracing_org/"",""text"":""https://www.instagram.com/tgracing_org/""}",instagramreels,是,Tgracing.org / tx3tyler1,"yozma, yozmasport，in10",US-Lexy-058,US,Lexy,2026-04-14,已出视频,已签合同,IN 10,尾部红人(10k-100k),内容红人,2026-04-15,免费,20,0,20,0%,TikTok 20条,已解析,11700,营销总表,2026-06-22,P2 低频追踪,75,2026普通达人需继续追上线；普通/小体量达人更需要追踪,2026-06-07,"{""text"":""https://www.instagram.com/p/DZYy7oXKrx4/"",""link"":""https://www.instagram.com/p/DZYy7oXKrx4/""}",,,
否,"{""link"":""https://www.youtube.com/@x3.dawson"",""text"":""https://www.youtube.com/@x3.dawson""}",youtube,否,x3.royce,"yozma, yozmasport，in10",US-Stefan-076,US,Stefan,2025-11-01,已出视频,不签合同，以brief为准,IN 10,尾部红人(10k-100k),不签合同，以brief为准,,,,0,,,,,13800,营销总表,2026-06-22,,,,,,,,
否,"{""link"":""https://www.tiktok.com/@husky.victor"",""text"":""https://www.tiktok.com/@husky.victor""}",tiktok,否,husky.victor,"yozma, yozmasport，in10",US-Vivi-020,US,Vivi,2025-11-01,已出视频,不签合同，以brief为准,IN 10,尾部红人(10k-100k),不签合同，以brief为准,,,,0,,,,,15600,营销总表,2026-06-22,,,,,,,,
是,"{""link"":""https://www.instagram.com/jonahperry2030/"",""text"":""https://www.instagram.com/jonahperry2030/""}",instagramreels,否,Jonah Perry,"yozma, yozmasport，in10",US-Stefan-155,US,Stefan,2026-03-05,已出视频,已签同意书盖章,IN 10 Pro,腰部红人(100k-1M),已签同意书盖章,,,,1,,,,,180000,营销总表,2026-06-22,P3 暂缓,-50,头腰部已上线且未出单，低优先,2026-06-07,,,,
是,"{""link"":""https://www.instagram.com/_justinladner_/"",""text"":""https://www.instagram.com/_justinladner_/""}",instagramreels,否,_justinladner_,"yozma, yozmasport，in10",US-Lexy-071,US,Lexy,2026-05-07,未出视频,已签合同,IN 10 Pro,腰部红人(100k-1M),内容红人,2026-05-08,免费,8,0,8,0%,TikTok 8条,已解析,105000,营销总表,2026-06-22,P1 本周追踪,115,2026合作未上线/未登记上线；当前本地未登记视频,2026-06-07,,,,
否,"{""link"":""https://www.instagram.com/oneway.benn_/"",""text"":""https://www.instagram.com/oneway.benn_/""}",instagram,否,onewaybenn,"yozma, yozmasport，in10",US-Vivi-004,US,Vivi,2025-09-01,已出视频,已签合同盖章,IN 10,腰部红人(100k-1M),已签合同盖章,,,,0,,,,,149000,营销总表,2026-06-22,,,,,,,,
是,"{""link"":""https://www.youtube.com/@GermyBallswell"",""text"":""https://www.youtube.com/@GermyBallswell""}",youtubevideo,否,germy_ballswell,"yozma, yozmasport，in10",US-Stefan-141,US,Stefan,2026-02-04,已出视频,已签同意书盖章,IN 10 Pro,腰部红人(100k-1M),已签同意书盖章,,,,3,,,,,445000,营销总表,2026-06-22,P0 立刻追踪,150,正在出单；2026已上线但仍出单,2026-06-07,,,,
否,"{""link"":""https://www.youtube.com/@TuttioGNG/videos"",""text"":""https://www.youtube.com/@TuttioGNG/videos""}",youtubevideo,否,TuttioGNG,"yozma, yozmasport，in10",US-Stefan-057,US,Stefan,2025-11-01,已出视频,不签合同，以brief为准,IN 10,尾部红人(10k-100k),不签合同，以brief为准,,,,0,,,,,17400,营销总表,2026-06-22,,,,,,,,
否,"{""link"":""https://www.youtube.com/@keepingupwiththelewises/shorts"",""text"":""https://www.youtube.com/@keepingupwiththelewises/shorts""}",youtube,否,keepingupwiththelewises,"yozma, yozmasport，in10",US-Stefan-052,US,Stefan,2025-11-01,已出视频,不签合同，以brief为准,IN 10,腰部红人(100k-1M),不签合同，以brief为准,,,,0,,,,,200000,营销总表,2026-06-22,,,,,,,,
是,"{""link"":""https://www.youtube.com/@Etronnix"",""text"":""https://www.youtube.com/@Etronnix""}",youtubevideo,是,etronnix,"yozma, yozmasport，in10",US-Lexy-012,US,Lexy,2026-02-26,已出视频,已签同意书盖章,IN 10 Pro,尾部红人(10k-100k),已签同意书盖章,,,,8,,,,,39200,营销总表,2026-06-22,P0 立刻追踪,120,正在出单；普通/小体量达人更需要追踪,2026-06-07,"{""text"":""https://www.youtube.com/watch?v=8BJiXQdF8A0"",""link"":""https://www.youtube.com/watch?v=8BJiXQdF8A0""}",,,
否,"{""link"":""https://www.tiktok.com/@wavymichelle21"",""text"":""https://www.tiktok.com/@wavymichelle21""}",tiktok,否,wavyymichelle,"yozma, yozmasport，in10",US-Stefan-048,US,Stefan,2025-11-01,已出视频,不签合同，以brief为准,IN 10,腰部红人(100k-1M),不签合同，以brief为准,,,,0,,,,,180000,营销总表,2026-06-22,,,,,,,,
是,"{""link"":""https://www.youtube.com/@17.robbyL"",""text"":""https://www.youtube.com/@17.robbyL""}",youtubevideo,否,17.robby_,"yozma, yozmasport，in10",US-Stefan-157,US,Stefan,2026-03-17,已发货,已签合同盖章,IN 10 Pro,尾部红人(10k-100k),已签合同盖章,,,,0,,,,,17200,营销总表,2026-06-22,P0 立刻追踪,135,2026合作未上线/未登记上线；当前本地未登记视频；普通/小体量达人更需要追踪,2026-06-07,,,,
否,"{""link"":""https://www.tiktok.com/@onewaylilman5"",""text"":""https://www.tiktok.com/@onewaylilman5""}",tiktok,否,oneway lilman,"yozma, yozmasport，in10",US-Stefan-090,US,Stefan,2026-06-03,已发货,已签合同,IN 10 Pro,头部红人(>1M),内容红人,2026-06-05,付费,6,6,0,100%,TikTok 6条,已解析,1000000,营销总表,2026-06-22,,,,,,,,3 个月
是,"{""link"":""https://www.youtube.com/@star_moto/shorts"",""text"":""https://www.youtube.com/@star_moto/shorts""}",youtubeshort,是,Starmoto,"yozma, yozmasport，in10",CA-Ryan-003,CA,Ryan,2026-04-10,已出视频,已签合同,IN 10,微型红人/KOC(1k-10k),内容红人,2026-04-09,免费,12,5,7,42%,YouTube Shorts 9条 / YouTube Video 3条,已解析,2000,营销总表,2026-06-22,P2 低频追踪,75,2026普通达人需继续追上线；普通/小体量达人更需要追踪,2026-06-07,"{""text"":""https://www.youtube.com/shorts/Kusjyb1CUNQ"",""link"":""https://www.youtube.com/shorts/Kusjyb1CUNQ""}","{""text"":""https://www.youtube.com/shorts/ZbGjkzJ9n-c"",""link"":""https://www.youtube.com/shorts/ZbGjkzJ9n-c""}","{""text"":""https://www.youtube.com/shorts/UZSuUriDVKA"",""link"":""https://www.youtube.com/shorts/UZSuUriDVKA""}",
是,"{""link"":""https://www.youtube.com/@yass_b1kestar/videos"",""text"":""https://www.youtube.com/@yass_b1kestar/videos""}",youtubevideo,否,yass_b1kestar,"yozma, yozmasport，in10",EU-Ryan-005,EU,Ryan,2026-04-10,已出视频,已签合同,IN 10,腰部红人(100k-1M),内容红人,2026-04-09,免费,,0,,,待人工确认,待人工确认,163000,营销总表,2026-06-22,P2 低频追踪,75,2026普通达人需继续追上线；普通/小体量达人更需要追踪,2026-06-07,,,,
是,"{""link"":""https://www.youtube.com/@clean_m6"",""text"":""https://www.youtube.com/@clean_m6""}",youtubevideo,否,clean_m6,"yozma, yozmasport，in10",US-Lexy-041,US,Lexy,2026-02-28,已出视频,已签同意书盖章,IN 10 Pro,微型红人/KOC(1k-10k),已签同意书盖章,,,,7,,,,,4600,营销总表,2026-06-22,P0 立刻追踪,175,正在出单；2026普通达人需继续追上线；普通/小体量达人更需要追踪,2026-06-07,,,,
是,"{""link"":""https://www.tiktok.com/@vlog_epicness"",""text"":""https://www.tiktok.com/@vlog_epicness""}",tiktok,否,VlogEpicness,"yozma, yozmasport，in10",US-Ryan-042,US,Ryan,2026-05-08,已发货,已签合同,IN 10 Pro,腰部红人(100k-1M),内容红人,2026-05-08,免费,8,0,8,0%,TikTok 8条,已解析,7504,,,P1 本周追踪,115,2026合作未上线/未登记上线；当前本地未登记视频,2026-06-07,,,,
